LASTNAME,FIRSTNAME,PLAYERID,DAVENPORTCODE,MLBCODE,RETROSHEETCODE
DeLeon,Henry,90024,DELEON00000000D,557610,
Booth,John,90025,BOOTH00000000B,555720,
Riccio,Robert,90026,RICCIO19660806A,464532,
Taddeo,Stephen,90027,TADDEO19650922A,467280,
Kirk,Michael,90028,KIRK19691018A,458782,
Blevins,Gregory,90029,BLEVINS19690414B,438281,
Beck,Jeff,90030,BECK00000000A,569974,
Alvey,Andrew,90031,ALVEY19661014A,467862,
Pedro,Derrick,90032,PEDRO19690223A,445723,
Hundsdorfer,Ryan,90033,HUNDSDORF00000000A,560141,
Maggard,Freddie,90034,MAGGARD19681216A,449930,
Magill,Joe,90036,MAGILL00000000A,562182,
McCoy,Douglas,90037,MCCOY19690211A,449932,
Mohr,Michael,90038,MOHR19660329A,463185,
Henderson,Ken,90039,HENDERSON19690426A,454514,
Brock,Reginald,90040,BROCK19660228A,467197,
Bentley,Jerry,90042,BENTLEY19690116A,444647,
Barker,Matthew,90043,BARKER19691218A,460713,
Harshaw,Terence,90045,HARSHAW00000000A,559355,
Mokres,Adam,90046,MOKRES00000000A,563275,
Fillard,William,90047,FILLARD19650225A,469920,
Armstrong,Jimmy,90048,ARMSTRONG19681004A,442797,
Roberts,Michael,90049,ROBERTS00000000B,565966,
Gardner,Merle,90050,GARDNER00000000A,569621,
Strabazy,Thomas,90051,STRABAZY00000000A,567818,
Nicholas,Eugene,90052,NICHOLAS00000000A,563752,
Cullens,Eric,90054,CULLENS19660908A,469318,
Guasch,Sergio,90055,GUASCH00000000A,558963,
Moock,Christopher,90056,MOOCK19690623A,436600,
Hudson,Todd,90057,HUDSON19720614A,440287,
Kuhlman,Eric,90058,KUHLMAN19651003A,472726,
Dixon,Bryan,90059,DIXON19691219A,470587,
Hinkle,Peter,90060,HINKLE19681202A,449925,
Dean,Jerry,90061,DEAN19690220A,458761,
Anthony,Stewart,90062,ANTHONY00000000A,554768,
Garcia,Santiago,90063,GARCIA19651208B,455570,
Bene,William,90064,BENE19671121A,444630,
Ansley,Willie,90065,ANSLEY19691215B,459498,
Fischer,Tom,90066,FISCHER19670323A,448579,
Manahan,Austin,90067,MANAHAN19700412A,448416,
Walker,Hugh,90068,WALKER19700209A,447069,
Ard,Johnny,90069,ARD19670601A,448586,
Lifgren,Kelly,90070,LIFGREN19680201A,445743,
Beck,Ennis,90072,BECK19700208B,462193,
Morrow,Timmie,90073,MORROW19700207A,451069,
Lewis,Mica,90074,LEWIS19670112B,444699,
Ebert,Scott,90075,EBERT19690812A,462288,
Howze,Benjarmann,90076,HOWZE19691210A,451838,
Brutcher,Lenny,90077,BRUTCHER19700109A,454315,
Rush,Andrew,90078,RUSH19691007A,448442,
Richardson,Keith,90079,RICHARDSO00000000A,565837,
Hancock,Chris,90080,HANCOCK19690912A,470577,
Seale,Jeffrey,90081,SEALE19700924A,450386,
Hodge,Timothy,90082,HODGE19700802B,469875,
Watson,Franklin,90083,WATSON19670522A,451015,
Carter,Roy,90084,CARTER19671129A,448492,
Smalls,Roberto,90085,SMALLS19700917A,455476,
Mitchener,Michael,90086,MITCHENER19661002A,444762,
Rivers,Mickey,90087,RIVERS19481030A,450956,
McNabb,Charles,90088,MCNABB19700212B,447045,
Campanis Jr,Jim,90089,CAMPANIS 19670827A,470579,
Smiley,Reuben,90090,SMILEY00000000A,567194,
Harrison,Mike,90091,HARRISON19691130A,437927,
Warren,Derrick,90092,WARREN19701105A,440669,
Andrzejewski,Joe,90093,ANDRZEJEW19701021A,459489,
Thompson,Squeezer,90094,THOMPSON00000000F,565167,
Epley,Daren,90095,EPLEY19670615B,459578,
Tyson,Kevin,90096,TYSON19700430A,470563,
Hicks,Aman,90097,HICKS19710114B,446987,
Collier,Anthony,90098,COLLIER19701110B,458365,
Huff,Bradford,90099,HUFF19700705B,452787,
Ciccarella,Joseph,90100,CICCARELL19691229A,442543,
Kite,Dan,90101,KITE19670112A,442211,
Buckholz,Steven,90102,BUCKHOLZ19661231A,454326,
Gianni,Gaetano,90103,GIANNI19700205A,452819,
Hanselman,Carl,90104,HANSELMAN19700523A,457151,
Harvey,Gregory,90105,HARVEY19671009A,458297,
Furmanik,Daniel,90106,FURMANIK19680314A,449582,
Malone,Steven,90107,MALONE19690516A,448415,
Kremer,Kenneth,90108,KREMER19670410B,462242,
Shebelut,Lance,90110,SHEBELUT19650722A,471211,
Kovach,Ty,90111,KOVACH19681117A,462239,
Nicosia,Steven,90112,NICOSIA19691109B,457149,
Branconier,Paul,90113,BRANCONIE19690506A,469879,
Williams,Clifford,90114,WILLIAMS19690116A,449606,
Christopher,Terrence,90115,CHRISTOPH19680511A,444788,
Neal,David,90116,NEAL19690225A,456192,
Salles,John,90117,SALLES19670811A,449562,
Ratliff,Daryl,90118,RATLIFF19691015A,471994,
Romay,Guillermo,90119,ROMAY19700705A,447060,
Gillum,Kenneth,90120,GILLUM19700527B,451830,
Tucker,Scooter,90121,TUCKER00000000B,565388,
Woods,Tyrone,90122,WOODS00000000A,569099,
Dean,Steven,90123,DEAN19700909A,450134,
Howard,Timothy,90124,HOWARD19690602A,451823,
Sparks,Don,90125,SPARKS19660619A,456297,
Plemel,Lee,90126,PLEMEL19660919A,441678,
Parese,William,90127,PARESE19700822A,444622,
Lumley,Mike,90128,LUMLEY00000000A,562075,
Pullins,Jimmie,90129,PULLINS19691012A,451839,
Bailey,Troy,90130,BAILEY19691108B,461023,
Chasey,Mark,90131,CHASEY19660816A,445809,
Bennett,Albert,90132,BENNETT19690107A,444642,
Thomas,Delvin,90134,THOMAS19691109B,461116,
Kaiser,Jeffrey,90135,KAISER19660924A,472014,
Smith,Jim,90136,SMITH00000000K,567294,
Washington,Kyle,90137,WASHINGTO19691209A,447086,
Landry,Gregory,90139,LANDRY19670525A,440639,
Ogliaruso,Mike,90140,OGLIARUSO19700129A,458298,
Lee,Keith,90141,LEE19670511A,463157,
Jenkins,Bernard,90142,JENKINS19670912A,455437,
Owen,Dave,90143,OWEN19661107A,455586,
Reyan,Julio,90144,REYAN19690204B,454278,
Coker,Thomas,90145,COKER19701012A,468548,
Horan,David,90146,HORAN19671016A,450892,
Sutton,Douglas,90147,SUTTON19670805A,471416,
Fanning,Steven,90148,FANNING19670516A,457262,
Montalvo,Robert,90149,MONTALVO19700325A,445820,
Brader,Timothy,90150,BRADER19670709A,450911,
Woodfin,Olonzo,90151,WOODFIN19691215A,455520,
Deutsch,Michael,90152,DEUTSCH19660922A,470532,
Erwin,Scott,90153,ERWIN19670821A,436981,
Law,Travis,90154,LAW19660824A,444673,
Partrick,David,90155,PARTRICK19700127B,444648,
Bonneau,Robert,90156,BONNEAU19700330A,467178,
Moye,Wayne,90157,MOYE19700823A,463136,
Smedes,Michael,90159,SMEDES19701112A,444217,
Stewart,Carl,90160,STEWART19701208A,457280,
Rozman,Richard,90161,ROZMAN19660109A,441976,
Sharko,Gary,90162,SHARKO19651226A,452878,
Vaughn,Jerry,90163,VAUGHN19671230A,444753,
Kvasnicka,Jay,90164,KVASNICKA19670808B,444659,
Lehnerz,Michael,90165,LEHNERZ19700301A,444682,
Aldrich,Thomas,90167,ALDRICH19650205A,457160,
Witkowski,Mathew,90168,WITKOWSKI19700205A,449645,
McCoy,Trey,90169,MCCOY19661012A,436973,
Griffiths,Brian,90170,GRIFFITHS19680529A,470573,
Kelso,Jeffrey,90171,KELSO19660618B,458348,
Wolak,Jerome,90172,WOLAK19700727A,449650,
Lozinski,Anthony,90173,LOZINSKI19670927B,445785,
Payne,Jeffrey,90174,PAYNE19670203A,465217,
Venuto,Nicholas,90175,VENUTO19660923A,467930,
Rogers,Kevin,90176,ROGERS00000000A,566112,
Hulse,Jeffrey,90177,HULSE19660208B,452798,
Martinez,Martin,90178,MARTINEZ19681111A,451898,
Leinen,Patrick,90179,LEINEN19670615A,440646,
Gilbert,Brent,90180,GILBERT19671006A,436773,
Duffin,Thomas,90181,DUFFIN19680525A,443565,
Adams,Tommy,90182,ADAMS19691126A,437055,
Robbins,Doug,90183,ROBBINS19660706A,436789,
McCray,Eric,90184,MCCRAY19690610A,451067,
Sturdivant,David,90185,STURDIVAN19660328B,458396,
Goodwin,David,90186,GOODWIN19670104A,471329,
Etheredge,Jeffrey,90187,ETHEREDGE19670626B,470642,
Moore,Meredith,90188,MOORE19700123A,447067,
Devore,Paul,90189,DEVORE19671020A,435913,
Williams,Roosevelt,90190,WILLIAMS19700125A,451008,
Carcione,Thomas,90191,CARCIONE19670409B,438102,
Zaun,Turtle,90192,ZAUN00000000A,569298,
Garber,Jeff,90193,GARBER00000000A,569592,
Harrington,Jody,90194,HARRINGTO19700512A,457185,
Fidler,Andrew,90195,FIDLER19700715A,455500,
Fiacco,Charles,90196,FIACCO19670828A,436462,
Welish,Scot,90197,WELISH19690617A,467956,
Hutchinson,Sean,90198,HUTCHINSO19690911A,452814,
Allen,Christopher,90199,ALLEN19670116A,458786,
McMurray,Robert,90200,MCMURRAY19670830B,447044,
Wallace,David,90201,WALLACE19701026A,450922,
Jones,Maurice,90202,JONES19700820A,456220,
Paynter,William,90203,PAYNTER19691115B,445707,
Walker,Dennis,90204,WALKER19661031B,451921,
Stuart,David,90206,STUART19700320A,458811,
Allen,Ronnie,90207,ALLEN00000000A,554619,
Arland,Mark,90208,ARLAND19700112A,459517,
Langbehn,Gregory,90209,LANGBEHN19691114A,444668,
Ebright,Christopher,90211,EBRIGHT19670901B,436078,
Millay,Keith,90212,MILLAY19700312A,437952,
Cooley,Fred,90213,COOLEY19660822B,436492,
Shaw,Cedric,90214,SHAW19670528A,455584,
Shermet,David,90215,SHERMET19660612B,440485,
Burnett,Roger,90216,BURNETT19691114A,443015,
Egan,Scott,90217,EGAN19700728A,455529,
Estep,James,90219,ESTEP19661023B,458387,
Felix,Nick,90220,FELIX19670221A,443972,
Adams,Moose,90222,ADAMS00000000C,554500,
Otto,Steven,90223,OTTO19661224A,462163,
Gross,Greggory,90224,GROSS19670613B,581331,
Bennett,Douglas,90225,BENNETT19700305A,442768,
Malchesky,Thomas,90226,MALCHESKY19670213B,470527,
Meyett,Donald,90227,MEYETT19670611B,473404,
Fuller,Mark,90228,FULLER19700805A,439974,
Delas,Michael,90229,DELAS19670121B,468591,
Noland,J.D.,90230,NOLAND19681205A,457173,
Boudreau,Tommy,90231,BOUDREAU19700125A,441672,
Waldenberger,Dave,90232,WALDENBER19710224B,445840,
Lofton,Rodney,90233,LOFTON19671007A,445761,
Morrow,Christian,90234,MORROW19691108A,471205,
Lowe,Christipher,90236,LOWE19701016A,454394,
Witherspoon,Richard,90237,WITHERSPO19700218A,455521,
Huyler,Michael,90238,HUYLER19680721B,452821,
Messerly,Michael,90239,MESSERLY19661118B,462298,
George,Andre,90240,GEORGE19661211A,471311,
Rolls,David,90241,ROLLS19661001A,447059,
Boddie,Rodney,90242,BODDIE19660131B,446985,
Thompson,Jeffrey,90243,THOMPSON19700519A,467246,
Decker,William,90244,DECKER19690608A,451897,
Glenn,Leon,90245,GLENN19690916A,450904,
Johnson,Curtis,90246,JOHNSON19671021A,455443,
Rendina,Michael,90247,RENDINA19700928A,454273,
Harris,Eric,90248,HARRIS19700908A,457187,
Hostetler,Michael,90249,HOSTETLER19700605A,439600,
Ruocchio,James,90250,RUOCCHIO19691203A,444067,
Lamphere,Lawrence,90251,LAMPHERE19660702B,444661,
Zaksek,John,90252,ZAKSEK19670404B,449648,
Santa Cruz,Nick,90253,SANTA CRU19671016A,470545,
Jenkins,Garrett,90254,JENKINS19700118A,455438,
Hudson,Deryk,90255,HUDSON19671124B,443322,
Almaraz,Johnny,90256,ALMARAZ19650901A,440483,
Archibald,Daniel,90257,ARCHIBALD19661117A,459508,
Anaya,Michael,90258,ANAYA19700321A,459468,
Hoffman,Jeffrey,90259,HOFFMAN19671125A,441147,
Hokuf,Kenneth,90260,HOKUF19680818A,436804,
Persinger,Eric,90261,PERSINGER19691230A,450136,
Ingram,Linty,90262,INGRAM19650825A,454270,
Alexander,Charles,90263,ALEXANDER19651121A,457164,
Miranda,Gustavo,90264,MIRANDA19690924A,458805,
Rice,Lance,90265,RICE19661019A,454291,
Lawrence,Peter,90266,LAWRENCE19700528A,458834,
Trice,Walter,90267,TRICE19660728A,462273,
Sheehy,Thomas,90268,SHEEHY19671007A,454328,
Borders,Todd,90269,BORDERS19690310A,449505,
Dabney,Fred,90270,DABNEY19671120A,494869,
Churchill,Timothy,90271,CHURCHILL19690202B,461150,
Burke,Mitchell,90272,BURKE19670202A,458819,
Rapp,Craig,90273,RAPP19700623A,437074,
Coppell,Shannon,90274,COPPELL19651124A,468556,
Adame,Rafael,90275,ADAME19691212A,475481,
Tucker,Tony,90276,TUCKER19700517A,462292,
Davis,Nicky,90277,DAVIS19700417B,452845,
Fiore,Michael,90278,FIORE19660504A,455484,
Kobza,Gregory,90279,KOBZA19671226B,440119,
James,Joseph,90280,JAMES19660610B,455422,
Brock,Russell,90281,BROCK19691013A,439585,
Quijada,Edward,90282,QUIJADA19700715A,451847,
Skillicorn,Dirk,90283,SKILLICOR19691016A,450137,
Merigliano,Frank,90284,MERIGLIAN19661110A,462293,
Dzafic,Bernhard,90285,DZAFIC19680119A,470565,
Heins,James,90286,HEINS19661018A,441534,
Standiford,Mark,90288,STANDIFOR19650920A,465904,
Whitehead,Steven,90289,WHITEHEAD19700623A,471206,
Tatterson,Gary,90290,TATTERSON19690324A,443466,
Erhardt,Herb,90291,ERHARDT19670315B,459576,
Corry,Delynn,90292,CORRY19700423A,456295,
Wilke,Matthew,90293,WILKE19690822A,442944,
Tucker,Vance,90294,TUCKER19671207A,465833,
Greenwood,John,90295,GREENWOOD19651230A,471336,
Chiusano,Michael,90296,CHIUSANO19700812A,448546,
Randle,Carl,90297,RANDLE19670829A,452818,
Sierra,Luis,90298,SIERRA19690525A,466536,
Hobson,Todd,90299,HOBSON19700309B,438820,
Slinkard,Eric,90301,SLINKARD00000000A,567175,
Underwood,Robert,90302,UNDERWOOD19660810A,462304,
Colvard,Herman,90303,COLVARD19660817B,458381,
Rizza,Gerard,90304,RIZZA19660103A,457216,
Ferrick,Mitchell,90305,FERRICK19661027A,469918,
Conner,John,90306,CONNER19690701A,457240,
Freed,Daniel,90307,FREED19660612A,450965,
Rudolph,Mason,90308,RUDOLPH19700128A,437443,
Murdock,Joseph,90311,MURDOCK19660909A,471402,
Paxton,Darrin,90312,PAXTON19700417A,441495,
Rizzo,Thomas,90313,RIZZO19660821B,457217,
Redman,Joseph,90314,REDMAN19691107A,465176,
Smith,Coleman,90315,SMITH19690930A,443845,
Powell,L.V.,90316,POWELL19691231A,449969,
Chafin,John,90317,CHAFIN19670804A,458426,
Bratlien,Erik,90318,BRATLIEN19660511A,451824,
Reagan,Kyle,90319,REAGAN19691209A,465180,
Davenport,Adell,90320,DAVENPORT19670716A,452857,
Bowling,Stanley,90321,BOWLING19691222A,467182,
Palyan,Vincent,90322,PALYAN19660818B,436273,
Noelke,Michael,90323,NOELKE19661215B,463860,
Vaughn,Rick,90325,VAUGHN00000000A,493729,
Howard,Ronald,90326,HOWARD19670315B,451818,
Ebbert,Gregory,90327,EBBERT19700225A,458801,
Simmons,Wendell,90328,SIMMONS19670105B,455462,
McNaney,Scott,90329,MCNANEY19661127A,473392,
Hvizda,James,90330,HVIZDA19660512A,452823,
Bates,Thomas,90331,BATES19680902A,443469,
Colarusso,Sam,90333,COLARUSSO19681118A,450115,
Crowder,Kevin,90334,CROWDER19691119A,468567,
Love,William,90335,LOVE19680625A,445782,
Slavin,David,90336,SLAVIN19650121A,465899,
Mayberry,Marvin,90337,MAYBERRY19700116A,473383,
Busch,Richard,90338,BUSCH19700511A,458841,
Fraticelli,Carl,90339,FRATICELL00000000A,569433,
Campbell,Beau,90340,CAMPBELL19690923A,444159,
Perry,Stevie,90341,PERRY19700712A,448382,
Battell,Mark,90342,BATTELL19660208B,462146,
Voit,David,90343,VOIT19650927A,445825,
Bruzdewicz,Timothy,90344,BRUZDEWIC19671127A,467216,
Span,Brian,90346,SPAN19670930A,466539,
Leger,Leonard,90347,LEGER19670507A,451930,
Doman,Robert,90349,DOMAN19660830A,449631,
McKamie,Sean,90350,MCKAMIE19690927A,447041,
Wardlow,Dennis,90351,WARDLOW19660202B,443127,
Given,Eric,90352,GIVEN19660825A,471320,
Dulom,Kirk,90353,DULOM19660824A,447071,
Pague,James,90354,PAGUE00000000A,564144,
Goergen,Todd,90355,GOERGEN19680622A,450886,
Gilligan,Larry,90356,GILLIGAN19700425A,439365,
Liss,Thomas,90357,LISS19670621A,463858,
Coachman,James,90358,COACHMAN19671116A,439359,
Durham,Shane,90359,DURHAM19650911A,470612,
Cuda,John,90360,CUDA19691214A,445877,
McBride,Loy,90361,MCBRIDE19670505B,447018,
Hudson,Jon,90362,HUDSON19651213A,472058,
Brink,Craig,90363,BRINK19660814A,467191,
Berthel,Daniel,90364,BERTHEL19680408B,436286,
Shea,Kurt,90365,SHEA19680904A,454321,
Geis,Jason,90366,GEIS19700119A,435985,
Lopez,Steven,90367,LOPEZ19690901A,464483,
Francisco,Ramirez,90368,FRANCISCO19680502A,469935,
Finken,Steven,90369,FINKEN19660427B,442975,
Bowlan,Mark,90370,BOWLAN19670605A,441673,
Dunnum,Rick,90371,DUNNUM19651129A,444749,
Borse,Paul,90372,BORSE00000000A,555747,
Kinser,Gary,90373,KINSER19690626A,458821,
Henderson,Valentine,90374,HENDERSON19670420A,461013,
McLaughlin,Michael,90375,MCLAUGHLI19660204A,447043,
Richardson,Milton,90376,RICHARDSO19670508A,465172,
Milene,Jeffrey,90377,MILENE19690916B,444735,
Prybylinski,Bruce,90379,PRYBYLINS19670218A,451833,
Langiotti,Freddie,90380,LANGIOTTI19661116B,440641,
Thomas,Robert,90381,THOMAS19651031A,467250,
Bingham,Scott,90382,BINGHAM00000000A,555516,
Campbell,Donovan,90383,CAMPBELL19671021B,459606,
Gilbert,Roy,90384,GILBERT19661016B,452794,
St. Esteben,Michael,90385,ST. ESTEB19700813A,465903,
Cronk,Douglas,90386,CRONK19670324A,436469,
Leonard,Mathew,90387,LEONARD19670321A,463847,
Galvan,Michael,90388,GALVAN19660523A,449553,
Current,Matthew,90389,CURRENT19700728B,454348,
Whitehead,Chris,90390,WHITEHEAD19670116B,568707,
Miller,Jeff,90391,MILLER00000000C,563118,
Bond,Douglas,90392,BOND19660105A,467175,
Pease,Brian,90393,PEASE19700211A,450142,
Lugo,Angel,90394,LUGO19691031A,444791,
Butler,Christopher,90395,BUTLER19701128A,456305,
Nelloms,Skip,90396,NELLOMS19670603B,438734,
Pettengill,Timothy,90397,PETTENGIL19651203A,471413,
Lipscomb,Robert,90398,LIPSCOMB00000000A,561861,
Warrecker,William,90399,WARRECKER19660527A,443566,
Kairis,Robert,90400,KAIRIS19660214A,472012,
Burgin,Christopher,90401,BURGIN19650315A,467221,
Wengert,William,90402,WENGERT19670104A,448455,
Desapio,James,90403,DESAPIO19661203A,468602,
Minnis,William,90404,MINNIS19671213A,442208,
Doss,Jason,90405,DOSS19700811A,449615,
Furch,John,90406,FURCH19670101A,469942,
Steffens,Mark,90407,STEFFENS19690911B,458323,
Datcher,Ronald,90408,DATCHER19700623A,468578,
Keim,Christopher,90409,KEIM19681205A,458320,
Heiderscheit,Patrick,90410,HEIDERSCH19660309A,472008,
Edmunds,Jeffery,90411,EDMUNDS19700715A,458793,
Plummer,Dale,90412,PLUMMER19650126A,450895,
Zeihen,Robert,90413,ZEIHEN19660616B,450990,
Shireman,Jeff,90414,SHIREMAN00000000A,566961,
Snow,Timothy,90415,SNOW19690411A,466538,
Jones,Terrance,90416,JONES19681126A,472742,
Barton,John,90417,BARTON19651201A,467887,
Hoyer,Bradley,90418,HOYER19660627A,451841,
Falkner,Richard,90419,FALKNER19660304B,457264,
Guerrero,Ramces,90420,GUERRERO19670223A,471347,
Kerr,Zachary,90421,KERR19660205A,459528,
Harvell,Roderick,90422,HARVELL19681224A,458292,
Tolbert,Mark,90423,TOLBERT19680930A,438091,
Metheney,David,90424,METHENEY19700630A,462299,
Oberdank,Jeffrey,90425,OBERDANK19660310B,458282,
Browder,George,90426,BROWDER19690118A,467203,
Noack,Brian,90427,NOACK19681117A,458830,
Talford,Calvin,90428,TALFORD19681118A,467253,
Doyle,Bernard,90429,DOYLE19690902A,470601,
Cowley,Scott,90430,COWLEY19660804A,468563,
Hart,Christopher,90431,HART19690502A,442361,
Penrod,George,90432,PENROD19650106A,465849,
Davis,Kelvin,90433,DAVIS19651129A,468585,
Hurst,Jody,90435,HURST19670311B,436978,
Lepley,John,90436,LEPLEY19650611A,440647,
Bradford,Troy,90437,BRADFORD19690225A,437018,
Daniel,Michael,90438,DANIEL19690921A,439601,
Castillo,Benigno,90439,CASTILLO19660715A,456338,
Bryand,Renay,90440,BRYAND19660922A,454317,
Murillo,Javier,90441,MURILLO19651115A,463139,
Neff,Thomas,90442,NEFF19700202A,439168,
Sampson,Michael,90443,SAMPSON19681019A,449591,
Morris,Roderick,90444,MORRIS19670505A,448447,
Schula,Kevin,90445,SCHULA19690918A,436825,
Harvey,Dwayne,90447,HARVEY00000000A,559386,
Toney,Christopher,90448,TONEY19700319A,467251,
Price,Jim,90449,PRICE00000000B,594526,
Mulville,Duane,90450,MULVILLE19681030A,448523,
Hillman,Joseph,90451,HILLMAN19660812B,472036,
Kimbell,Zach,90452,KIMBELL00000000A,561031,
Buzzard,Dale,90453,BUZZARD19661202A,436487,
Wright,J.P.,90454,WRIGHT00000000G,569148,
Brown,Fred,90455,BROWN19690607A,467205,
Berlin,Randolph,90456,BERLIN19671121B,444651,
Carmody,Kevin,90457,CARMODY19650609A,448453,
Frassa,Robert,90458,FRASSA19670202A,469936,
Conley,Gregory,90459,CONLEY19660224B,456306,
Eddy,Martin,90460,EDDY19670117A,470621,
Bradshaw,Craig,90461,BRADSHAW19700821A,463103,
Metts,Carey,90462,METTS19660125A,473403,
Spencer,Kyle,90463,SPENCER19661206A,456299,
Scheckla,Roddy,90464,SCHECKLA19651216A,466545,
Johnston,Dan,90465,JOHNSTON00000000A,560588,
Thigpen,Arthur,90466,THIGPEN19670518A,467254,
Allen,Jamie,90467,ALLEN00000000A,554609,
Biasucci,Joseph,90468,BIASUCCI19700428A,436996,
Sullivan,Charles,90469,SULLIVAN00000000B,567890,
Ariola,Anthony,90470,ARIOLA19660210A,459516,
Gibbons,Bill,90471,GIBBONS19660319A,452809,
Stombaugh,Chad,90472,STOMBAUGH19680223A,466547,
Oropeza,David,90473,OROPEZA19660215A,461011,
Satterfield,Cory,90474,SATTERFIE19660423A,451883,
Dour,Brian,90476,DOUR19670108A,443599,
Hazl,Ron,90478,HAZL00000000A,559462,
Shebby,Christopher,90479,SHEBBY19660101A,465886,
Munson,Michael,90480,MUNSON19660104A,458817,
Gonzales,Benjamin,90481,GONZALES19670305A,446992,
Vegely,Bruce,90482,VEGELY19651012A,445794,
Hulme,Patrick,90483,HULME19691231A,452797,
Short,James,90484,SHORT19700413A,450446,
Mitchelson,Mark,90485,MITCHELSO19690307A,457202,
McGhay,Paul,90486,MCGHAY19680131A,473387,
Davis,Douglas,90487,DAVIS19690102A,468584,
Mungin,Michael,90488,MUNGIN19650920A,448497,
Wuthrich,David,90489,WUTHRICH19650712A,467954,
Gonzales,Richard,90490,GONZALES19670310B,441470,
Banton,Mitchell,90491,BANTON19670203B,436257,
Perkins,Paul,90492,PERKINS19700804A,438466,
Fitzgerald,David,90493,FITZGERAL19680922A,459639,
McCutcheon,Gregory,90494,MCCUTCHEO19670312A,447033,
Pfeifer,Michael,90495,PFEIFER19700403A,449331,
Tukes,Stanley,90496,TUKES19660906A,467252,
Rigsby,Rickey,90497,RIGSBY19671216A,465186,
Ganino,Eric,90498,GANINO19700310A,469947,
Devaughan,Jeffrey,90499,DEVAUGHAN19680616A,449572,
Ellis,Timothy,90501,ELLIS19671106A,459609,
Fruge,Christopher,90502,FRUGE19681012A,450946,
Dell,Timothy,90503,DELL19670408A,450959,
Osborne,Jeffrey,90504,OSBORNE19670624B,462155,
Cline,Scott,90505,CLINE19670126A,449967,
Gonzalez,Agustin,90506,GONZALEZ19690830A,469995,
Ferguson,Greg,90507,FERGUSON00000000A,558479,
Hilpert,Adam,90508,HILPERT19660912A,472038,
Raether,Peter,90509,RAETHER19691204A,450156,
Sample,Deron,90510,SAMPLE19680423A,449590,
Rhodes,Michael,90511,RHODES19651203A,442588,
Shoup,Eric,90513,SHOUP19660420A,465898,
Hart,Darrin,90514,HART19690824A,471368,
Constantino,Kraig,90515,CONSTANTI19700113A,442040,
Stice,Scott,90516,STICE19661010A,458844,
Place,Michael,90517,PLACE19700813A,440090,
Braase,John,90518,BRAASE19661015A,450910,
Gamez,Robert,90519,GAMEZ19681118A,449546,
Gutierrez,Anthony,90520,GUTIERREZ19690328A,462151,
Marchese,John,90521,MARCHESE00000000A,562299,
Pritchett,Anthony,90522,PRITCHETT19690808A,436942,
Rehkow,Gregory,90523,REHKOW19691220A,450130,
Spencer,John,90524,SPENCER19661006B,451909,
Udell,Matthew,90525,UDELL19671012A,471423,
Klamm,Edward,90526,KLAMM19700408A,437631,
Brauckmiller,Ken,90528,BRAUCKMIL19660411A,467185,
Collins,Ronald,90529,COLLINS19680518B,468549,
Langer,Robert,90530,LANGER19700630A,450387,
Bellamy,Jon,90531,BELLAMY19700620A,436808,
Adams,David,90532,ADAMS19650326A,458816,
Harding,Timothy,90533,HARDING19670906A,438756,
Cantwell,Robert,90534,CANTWELL19651129A,469249,
Scarborough,William,90535,SCARBOROU19661110A,451912,
Schoonover,Gary,90536,SCHOONOVE19660613A,465906,
Janutolo,Brian,90537,JANUTOLO19670616A,472711,
Snedeker,Sean,90538,SNEDEKER19650618A,492930,
Jensen,John,90539,JENSEN19661130A,443939,
Harper,Brian,90540,HARPER19670718A,471364,
